AS_events	E2F Targets	G2M Checkpoint	Mitotic Spindle	Oxidative Phosphorylation	Myc Targets V2	Mtorc1 Signaling	DNA Repair	Estrogen Response Late	Androgen Response	Glycolysis	Unfolded Protein Response	Myogenesis	Adipogenesis	Myc Targets V1	Hedgehog Signaling	Spermatogenesis	Estrogen Response Early	Heme Metabolism	Coagulation	UV Response Dn	Interferon Alpha Response	Hypoxia	Apical Junction	Bile Acid Metabolism	Apoptosis	Complement	Protein Secretion	UV Response Up	KRAS Signaling Up	Notch Signaling	Epithelial Mesenchymal Transition	Angiogenesis	TGB Beta Signaling	KRAS Signaling Dn	Xenobiotic Metabolism	P53 Pathway	Inflammatory Response	Wnt Beta Catenin Signaling	Allograft Rejection	Peroxisome	TNFa Signaling Via NFkB	Fatty Acid Metabolism	Pancreas Beta Cells	Apical Surface	IL6 JAK STAT3 Signaling	Interferon Gamma Response	IL2 STAT5 Signaling	PI3K AKT mTOR Signaling	Reactive Oxigen Species Pathway	Cholesterol Homeostasis
TSFM_chr12_+_58186768_58186856_58180945_58189959	0.495662857	0.521090676	0.472296472	NaN	0.481326688	0.451077858	0.477676515	NaN	NaN	0.301524524	0.347906231	NaN	NaN	0.345492177	0.312870231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NT5C2_chr10_-_104860419_104860700_104859776_104860801	-0.3088552	-0.329342342	NaN	NaN	-0.41078156	-0.321162142	-0.402085312	-0.35879584	NaN	-0.362959309	-0.358913324	NaN	NaN	NaN	-0.3136015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.30608388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IFFO1_chr12_-_6660563_6660669_6660167_6664422	NaN	NaN	NaN	-0.353888816	NaN	NaN	NaN	-0.446468216	-0.344365503	NaN	NaN	NaN	-0.343189091	NaN	NaN	NaN	-0.391676272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.303624106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DDX39B_chr6_-_31506923_31507051_31504460_31508098	-0.374760846	-0.380065795	-0.435521129	0.383869194	NaN	NaN	NaN	NaN	NaN	-0.30899486	NaN	NaN	NaN	NaN	NaN	-0.401440509	NaN	-0.376702782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.340160348	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DMPK_chr19_-_46274228_46274318_46273898_46274825	0.484154137	0.441398821	0.444451101	-0.483395086	NaN	NaN	NaN	-0.467601057	-0.37076155	NaN	NaN	NaN	-0.580931158	NaN	NaN	NaN	-0.500682877	NaN	NaN	-0.363590214	NaN	-0.435480098	-0.365300427	NaN	-0.449529609	NaN	-0.367997948	NaN	-0.36720353	-0.461331725	-0.347964432	NaN	-0.343132134	NaN	NaN	-0.38881121	NaN	-0.30048197	NaN	NaN	-0.325936582	-0.35539189	NaN	-0.375014924	NaN	NaN	NaN	-0.341269098	NaN	NaN
CRAT_chr9_-_131870686_131870757_131870356_131871457	-0.421780399	-0.414955591	-0.411451278	NaN	-0.333249895	-0.319040314	NaN	NaN	NaN	NaN	NaN	NaN	0.324222241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PML_chr15_+_74324912_74325056_74317268_74325496	NaN	NaN	NaN	0.355537153	0.301747513	NaN	0.383769409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.301461018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
APP_chr21_-_27369674_27369731_27354790_27394155	-0.417104165	-0.403199956	-0.387320208	NaN	NaN	NaN	NaN	NaN	0.308892619	NaN	NaN	0.3142008	0.40082783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.313975412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CAMK2G_chr10_-_75577966_75578653_75577312_75579289	-0.372048422	-0.41479218	-0.367448192	NaN	-0.396100539	-0.381600153	-0.431691905	-0.303468736	NaN	NaN	NaN	NaN	NaN	NaN	-0.321749286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SYNE4_chr19_-_36498026_36498170_36496339_36499455	-0.461985659	-0.435614721	-0.446821713	0.339726418	-0.304044104	-0.360522278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.317300428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZFX_chrX_+_24169807_24169917_24167911_24190831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.385958627	NaN	-0.324141181	NaN	-0.30425706	NaN	NaN	NaN	-0.336593967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TOP3B_chr22_-_22325351_22325433_22324778_22326248	NaN	NaN	NaN	-0.337480975	NaN	-0.35708439	-0.391209048	-0.397877928	-0.348366656	-0.328201053	-0.371511327	NaN	NaN	NaN	NaN	NaN	-0.318127437	NaN	NaN	NaN	-0.366839431	NaN	NaN	NaN	-0.308984604	NaN	-0.324148349	-0.304552148	-0.355805599	NaN	NaN	NaN	-0.324281353	NaN	NaN	NaN	NaN	NaN	-0.302489469	NaN	-0.300675806	NaN	NaN	NaN	-0.305320845	-0.306470477	NaN	NaN	NaN	NaN
KLK2_chr19_+_51377976_51378222_51376775_51379727	-0.32372362	-0.300909492	-0.359918165	0.358280334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.374464215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BRD8_chr5_-_137499775_137499822_137499033_137500008	NaN	NaN	NaN	0.479949412	NaN	NaN	0.348647871	0.434502907	0.340148015	NaN	0.311250478	NaN	NaN	NaN	NaN	NaN	0.301800951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AGTRAP_chr1_+_11805986_11806280_11805894_11807496	-0.366890327	-0.381824872	-0.343499556	NaN	-0.315545778	-0.314479304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TSPAN17_chr5_+_176078616_176078667_176074703_176079743	NaN	NaN	NaN	0.43316423	NaN	NaN	NaN	NaN	0.305218519	NaN	NaN	NaN	NaN	NaN	NaN	-0.337700205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZNF223_chr19_+_44567417_44567719_44564994_44570216	-0.31953387	-0.319605877	-0.304512407	NaN	-0.308029202	NaN	-0.325009773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NUP88_chr17_-_5321334_5321461_5320002_5322673	-0.366582777	-0.382085415	-0.356065176	NaN	-0.367897522	-0.396125359	-0.396945043	NaN	NaN	-0.312367291	-0.303230265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CLSTN1_chr1_-_9797555_9797612_9796100_9801151	-0.507964374	-0.537629651	-0.444902227	NaN	-0.492538493	-0.362579396	-0.389228318	NaN	NaN	NaN	NaN	0.444871736	NaN	-0.339358245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PARL_chr3_-_183560085_183560235_183558428_183562018	-0.407493358	-0.383964342	-0.39248595	0.383770765	NaN	NaN	NaN	NaN	0.300048292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.311320245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CTBS_chr1_-_85035613_85035822_85031695_85036264	0.322284478	0.336011704	0.311580004	NaN	0.320476676	0.310629204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CBFA2T2_chr20_+_32211578_32211660_32211102_32212569	NaN	NaN	NaN	NaN	NaN	-0.32950647	-0.405966371	NaN	NaN	NaN	-0.35471211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.409692787	NaN	NaN	NaN	NaN	NaN	-0.34671353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
POSTN_chr13_-_38148708_38148789_38143958_38151889	-0.308426796	NaN	NaN	0.372140959	NaN	NaN	NaN	NaN	0.319588262	NaN	NaN	NaN	0.302079915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PSMC5_chr17_+_61905210_61905283_61904874_61905497	-0.477663972	-0.489551225	-0.450159825	NaN	-0.479116979	-0.424421699	-0.497648051	NaN	NaN	-0.374020793	NaN	NaN	NaN	-0.349234977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.30474063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PSMC5_chr17_+_61905033_61905283_61904874_61905497	-0.478721033	-0.490075454	-0.450363364	NaN	-0.483810296	-0.427555965	-0.499279901	NaN	NaN	-0.381841704	NaN	NaN	NaN	-0.352202516	-0.302992277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.303793116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CHURC1-FNTB_chr14_+_65392724_65392798_65390844_65398855	NaN	NaN	NaN	0.39736913	NaN	NaN	NaN	NaN	0.325227674	NaN	NaN	NaN	NaN	NaN	NaN	-0.312881636	NaN	NaN	-0.306748065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TEAD1_chr11_+_12900435_12900447_12886447_12901254	-0.448157677	-0.437322766	-0.42217085	NaN	-0.352549739	-0.359203621	NaN	NaN	NaN	NaN	NaN	0.41228316	0.379061961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.305916305	0.301024335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AGA_chr4_-_178357429_178357505_178355643_178358558	0.522656164	0.549274951	0.494040958	NaN	0.477318285	0.50314985	0.438677705	NaN	NaN	0.355229813	0.391934253	-0.305733543	NaN	0.347568521	0.317340951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZMYND8_chr20_-_45841286_45841370_45839542_45848908	0.401593094	0.41796423	0.376593808	NaN	0.344896973	NaN	NaN	NaN	NaN	NaN	NaN	-0.306394544	NaN	0.30554011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MBD1_chr18_-_47797838_47797910_47794033_47799046	-0.399495024	-0.380393282	-0.376925917	NaN	NaN	-0.32603574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IFT43_chr14_+_76524984_76525017_76488737_76548637	0.376862976	0.422841014	0.338525623	0.470450589	0.385431947	0.409847121	0.479671013	0.449211402	0.378782899	NaN	0.407669176	-0.315642542	NaN	0.314109836	0.359029148	-0.370231888	NaN	NaN	NaN	NaN	0.3917807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TM2D1_chr1_-_62189384_62189444_62175109_62190573	NaN	NaN	NaN	0.458295414	NaN	NaN	NaN	0.308616148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ANKHD1_chr5_+_139851823_139851880_139844361_139862164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.303625748	NaN	NaN	NaN	NaN	NaN	NaN	-0.425774279	NaN	NaN	NaN	NaN	NaN	-0.311737736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CEP290_chr12_-_88448116_88448190_88447523_88449352	NaN	NaN	NaN	0.317791425	NaN	NaN	NaN	0.403598774	0.338452743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.344313266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IGHMBP2_chr11_+_68697790_68697902_68696825_68700766	-0.33936047	-0.36290786	-0.321508877	NaN	-0.380659433	-0.32549962	-0.384387182	-0.312948281	NaN	NaN	-0.309165662	NaN	NaN	NaN	-0.350998332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
UCHL5_chr1_-_192989436_192989511_192985525_192990226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.342197057	NaN	-0.305218572	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CD47_chr3_-_107768465_107768498_107766139_107770785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.31095392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.380833909	NaN	NaN	-0.345446523	NaN	NaN	-0.33010611	NaN	NaN	NaN	NaN	-0.317970448	-0.309709366	NaN	NaN	NaN	NaN	NaN	-0.335998444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.350843197	NaN	NaN	NaN
TIMM17B_chrX_-_48752634_48753255_48752384_48754041	NaN	NaN	NaN	-0.428898661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.471706634	NaN	NaN	0.360509473	NaN	NaN	NaN	NaN	0.334893318	NaN	0.387726428	NaN	NaN	NaN	NaN	NaN	0.305528824	NaN	NaN	0.307230933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GDAP2_chr1_-_118429198_118429275_118426249_118439454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.370416651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.391459766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.346903705	NaN	-0.360031109	NaN	NaN	NaN	NaN	-0.373317588	-0.383763139	NaN	NaN	NaN	-0.388164498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TBC1D1_chr4_+_38054726_38054846_38051519_38055819	-0.540066624	-0.540054327	-0.537048431	NaN	-0.405874431	-0.417028543	NaN	NaN	NaN	NaN	NaN	0.481984442	0.417976657	-0.32505337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.343358381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TCF20_chr22_-_42564614_42564742_42557364_42565852	-0.393700816	-0.394318823	-0.409083195	NaN	-0.325531417	-0.405105853	NaN	NaN	NaN	-0.323698906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NPDC1_chr9_-_139935122_139935189_139934888_139935513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.301955315	0.30887006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PEX19_chr1_-_160253319_160253429_160252899_160254844	0.617422757	0.617447322	0.575536113	NaN	0.477320657	0.490525907	0.355449878	NaN	NaN	NaN	NaN	-0.406345626	-0.320971985	0.433655487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ADIRF_chr10_+_88729956_88730019_88728362_88730232	NaN	NaN	NaN	0.304513071	NaN	NaN	NaN	0.374873211	0.366711257	NaN	NaN	NaN	0.336944503	NaN	NaN	NaN	0.376502831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.353648711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.359162308	NaN	0.324294108	NaN	NaN	NaN	NaN	NaN	NaN
AKAP8L_chr19_-_15509440_15509577_15508666_15510112	-0.43085608	-0.458108131	-0.435006843	NaN	-0.450633079	-0.472693049	-0.418149245	-0.356854855	NaN	-0.438102655	-0.360032207	NaN	NaN	NaN	-0.361870655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.324546835	-0.306840301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CCNH_chr5_-_86690221_86690301_86688721_86690860	NaN	NaN	NaN	0.539863968	NaN	NaN	0.36754566	0.509820083	0.301115538	NaN	NaN	NaN	0.311355194	NaN	NaN	NaN	0.396083462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.338748946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SF3B1_chr2_-_198283619_198283675_198283312_198285151	-0.313064005	-0.315566646	-0.342257921	NaN	NaN	-0.385366597	-0.318525059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.319188521	NaN	NaN	NaN	NaN	NaN	-0.336959673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
COG4_chr16_-_70549770_70549943_70548412_70551528	-0.319759378	-0.343806272	-0.315610981	-0.347075689	-0.392608215	-0.398500377	-0.543396866	-0.471970443	NaN	-0.453774424	-0.442518907	NaN	NaN	NaN	-0.356362828	NaN	-0.366316971	NaN	NaN	NaN	-0.320588689	NaN	NaN	NaN	NaN	NaN	NaN	-0.393756113	-0.385088274	NaN	-0.312669224	NaN	NaN	NaN	NaN	-0.305772037	-0.313155133	NaN	-0.317060688	-0.307096305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NACA_chr12_-_57109654_57109990_57108471_57113320	-0.554146018	-0.575190919	-0.537788	NaN	-0.458490835	-0.444748337	-0.398829525	NaN	NaN	NaN	NaN	0.591901403	0.333796251	-0.363601561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.329304179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TRA2A_chr7_-_23561739_23562051_23561459_23571407	-0.584910982	-0.609147729	-0.552731111	NaN	-0.577901459	-0.540512662	-0.539897103	-0.320330529	NaN	-0.430369195	-0.360646477	NaN	NaN	-0.36791263	-0.452699025	NaN	NaN	NaN	NaN	NaN	-0.306159657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IPO9_chr1_+_201804081_201804192_201798500_201816406	-0.3615164	-0.385012414	-0.355938852	NaN	-0.427673614	-0.429686224	-0.383006031	NaN	NaN	-0.359087319	-0.393482786	NaN	NaN	-0.307625824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LETMD1_chr12_+_51447594_51447643_51442968_51450132	0.341911841	0.342642547	0.322090253	NaN	NaN	0.358898745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KCTD6_chr3_+_58479879_58480135_58477896_58484439	-0.393281233	-0.413392161	-0.368587223	NaN	-0.431557342	-0.401560563	-0.459912295	-0.370642226	NaN	-0.379037934	-0.332511949	NaN	NaN	NaN	-0.406979471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.307944025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ACAD10_chr12_+_112167609_112167760_112165947_112171726	NaN	NaN	NaN	NaN	NaN	NaN	0.313614261	NaN	0.306937218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
